time_step Pventricular Vventricular Paorta Qaorta Patrial Vatrial Qatrial
755 79864.803 414.703114 91573.787 0 71830.4161 359.152081 0
756 76979.395 414.703114 79945.3269 0 71997.0821 359.985411 0
757 74547.1798 414.703114 71170.6023 0 72163.7481 360.818741 0
758 72136.4403 414.714396 74389.1581 -2.25638103 72330.4141 361.652071 0
759 70091.1651 414.847094 49110.7761 0 72472.7968 362.363984 24.283354
760 68559.3017 415.294545 69967.1897 -1.4838636 72551.4565 362.757283 63.7229242
761 67745.7907 416.167425 39071.4877 0 72545.0303 362.725152 109.369242
762 67623.894 417.480552 67717.8544 -0.309235194 72449.3802 362.246901 152.94686
763 67919.9198 419.194335 32027.9162 0 72273.5989 361.367995 189.500479
764 68229.9507 421.23511 67976.3285 -0.0798683549 72032.1897 360.160949 218.574701
765 68217.1909 423.545866 67963.3932 -0.204159813 71736.9886 358.684943 243.292462
766 67727.8281 426.107428 67700.1449 -0.591155145 71392.1374 356.960687 268.224719
767 67078.1089 428.927678 66800.3714 -0.762295519 70996.1069 354.980535 294.471749
768 66658.7544 432.002299 66005.0035 -0.5907475 70549.2018 352.746009 319.099354
769 66895.4337 435.276193 65788.2971 0.00534582512 70061.6743 350.308372 335.094147
770 67985.7324 438.617697 66627.7397 0.836954163 69559.1971 347.795986 334.049009
771 69753.38 441.826875 68514.602 1.55970455 69081.631 345.408155 310.183099
772 71660.1588 444.680631 70925.5848 1.82405641 68674.162 343.37081 263.951893
773 72987.6346 447.001534 72987.7019 1.43414655 68373.3892 341.866946 203.48695
774 73122.7209 448.724092 73816.9808 0.44852793 68193.661 340.968305 142.907273
775 71705.7575 449.936624 72894.754 -0.94335679 68118.3153 340.591577 99.1043618
776 69184.3379 450.852151 6717.93111 0 68102.8194 340.514097 83.0576083
777 66210.4679 451.772823 69185.1788 -3.11104292 68088.462 340.44231 97.9657926
778 63645.5117 452.965727 37159.7734 0 68019.6582 340.098291 137.503979
779 62212.1869 454.601176 63594.8383 -1.60935551 67860.8438 339.304219 187.976443
780 62252.412 456.713535 24516.0612 0 67606.6472 338.033236 232.886109
781 63627.0462 459.164262 62328.2898 0.956355864 67282.2115 336.411057 258.215623
782 65803.5811 461.723313 64378.85 2.00964152 66934.1013 334.670507 256.560565
783 68178.4847 464.1218 67393.7577 2.4323361 66616.6281 333.08314 227.578656
784 69928.5554 466.136512 70039.7269 2.00778453 66375.9116 331.879558 179.803881
785 70919.6903 467.633284 71258.0105 1.43128931 66239.7841 331.19892 122.989591
786 71287.2194 468.561773 71592.0167 0.974541132 66218.3464 331.091732 65.1140639
787 71420.8884 468.926817 71437.4787 0.892225229 66310.1368 331.550684 9.76157486
788 71733.0282 468.745523 71425.7489 1.21739126 66510.952 332.55476 -43.9108104
789 72511.7405 468.511426 72064.1495 1.69118804 66721.5288 333.607644 0
790 73707.5182 468.492745 73346.2494 2.04492855 66888.1948 334.440974 0
791 74998.3496 468.471761 74883.7152 2.1520114 67054.8608 335.274304 0
792 75794.2812 468.45266 76270.094 1.66814439 67221.5268 336.107634 0
793 75875.8332 468.439558 76583.2045 0.952146769 67388.1928 336.940964 0
794 75243.5565 468.433689 75964.8561 0.221799528 67554.8588 337.774294 0
795 74202.5016 468.433651 74629.5489 -0.214348237 67721.5248 338.607624 0
796 73230.6332 468.434723 11563.1837 0 67888.1908 339.440954 0
797 72766.9012 468.436313 73083.1204 -0.318040601 68054.8568 340.274284 0
798 73019.3144 468.437903 40594.1738 0 68221.5228 341.107614 0
799 73950.6139 468.431696 72706.6877 1.24156588 68388.1888 341.940944 0
800 98565.2212 468.299225 74574.0441 25.2525686 68554.8548 342.774274 0
801 112306.62 468.098197 122611.118 14.9529662 68721.5208 343.607604 0
802 137984.974 467.887866 125848.927 27.1132237 68888.1868 344.440934 0
803 176239.628 467.552439 163437.061 39.9721979 69054.8528 345.274264 0
804 225488.081 467.095838 214212.816 51.3480522 69221.5188 346.107594 0
805 282199.945 466.542978 274474.678 59.2240415 69388.1848 346.940924 0
806 341739.658 465.934806 338749.074 62.4103296 69554.8508 347.774254 0
807 399493.713 465.318398 401257.097 60.8712206 69721.5168 348.607584 0
808 451930.552 464.735719 457368.227 55.6646098 69888.1828 349.440914 0
809 499609.666 464.202871 504602.401 50.904975 70054.8488 350.274244 0
810 537615.838 463.742634 547575.743 41.142397 70221.5148 351.107574 0
811 570371.343 463.358376 575984.257 35.7091495 70388.1808 351.940904 0
812 600188.831 463.016774 603459.317 32.6112412 70554.8468 352.774234 0
813 629253.315 462.694999 630298.902 31.7438098 70721.5128 353.607564 0
814 659014.142 462.374357 658566.993 32.3845983 70888.1788 354.440894 0
815 689975.811 462.044522 688991.458 33.5824858 71054.8448 355.274224 0
816 721876.52 461.703854 721140.258 34.5510808 71221.5108 356.107554 0
817 755921.057 461.34735 753984.82 36.749765 71388.1768 356.940884 0
818 787963.82 460.989601 790171.257 34.799909 71554.8428 357.774214 0
819 819757.248 460.642853 820274.326 34.5497854 71721.5088 358.607544 0
820 851589.728 460.297099 851817.651 34.6009159 71888.1748 359.440874 0
821 883914.29 459.948507 883693.478 35.1174943 72054.8408 360.274204 0
822 917009.846 459.59327 916513.253 35.930031 72221.5068 361.107534 0
823 950746.918 459.230496 950387.938 36.624608 72388.1728 361.940864 0
824 984565.422 458.863592 984783.401 36.7563398 72554.8388 362.774194 0
825 1019506.8 458.490151 1018707.34 37.9318681 72721.5048 363.607524 0
826 1051091.07 458.127522 1054779.07 34.5939097 72888.1708 364.440854 0
827 1080914.09 457.790696 1083076.74 32.7711559 73054.8368 365.274184 0
828 1108975.85 457.472099 1111126.91 30.94839 73221.5028 366.107514 0
829 1135371.47 457.171289 1137422.58 29.2135585 73388.1688 366.940844 0
830 1159762.05 456.889567 1162143.06 27.1308874 73554.8348 367.774174 0
831 1180843.29 456.635352 1184523.5 23.711973 73721.5008 368.607504 0
832 1196039.31 456.428599 1202299.67 17.6387573 73888.1668 369.440834 0
833 1201582.67 456.302117 1211623.43 7.6575114 74054.8328 370.274164 0
834 1192352.68 456.302111 1207530.12 -7.65629993 74221.4988 371.107494 0
835 1164816.87 456.340393 1079573.79 0 74388.1648 371.940824 0
836 1117027.44 456.583101 1164978.75 -48.5415598 74554.8308 372.774154 0
837 1048525.7 456.825808 1140669.77 0 74721.4968 373.607484 0
838 961647.975 456.825808 1093357.66 0 74888.1628 374.440814 0
839 862278.135 456.825808 1044280.23 0 75054.8288 375.274144 0
840 757161.715 456.825808 977068.03 0 75221.4948 376.107474 0
841 653211.462 456.825808 897483.881 0 75388.1608 376.940804 0
842 551141.462 456.825808 809946.626 0 75554.8268 377.774134 0
843 465694.268 456.825808 717665.878 0 75721.4928 378.607464 0
844 392696.03 456.825808 627615.604 0 75888.1588 379.440794 0
845 331657.667 456.825808 543131.121 0 76054.8248 380.274124 0
846 280879.586 456.825808 466299.461 0 76221.4908 381.107454 0
847 238311.068 456.825808 397971.699 0 76388.1568 381.940784 0
848 202247.58 456.825808 338051.764 0 76554.8228 382.774114 0
849 171677.536 456.825808 285918.583 0 76721.4888 383.607444 0
850 144973.071 456.825808 240823.618 0 76888.1548 384.440774 0
851 124932.531 456.825808 201731.319 0 77054.8208 385.274104 0
852 109894.22 456.825808 168857.522 0 77221.4868 386.107434 0
853 99374.5262 456.825808 141805.234 0 77388.1528 386.940764 0
854 92459.3143 456.825808 120149.191 0 77554.8188 387.774094 0
855 87976.9213 456.825808 103304.562 0 77721.4848 388.607424 0
856 84798.4334 456.825808 90494.9707 0 77888.1508 389.440754 0
857 82119.1704 456.825808 80828.9755 0 78054.8168 390.274084 0
858 79463.5966 456.83842 81982.2311 -2.52230216 78221.4828 391.107414 0
859 77188.0085 456.851031 58890.6369 0 78388.1488 391.940744 0
860 75446.9004 457.01583 77026.1998 -1.60851729 78523.4636 392.617318 31.3512035
861 74480.3953 457.538602 47275.4687 0 78587.1838 392.935919 71.5946056
862 74261.3281 458.457187 74396.0628 -0.286021079 78570.4188 392.852094 111.836437
863 74491.1999 459.751559 39615.7171 0 78478.4964 392.392482 146.751911
864 74729.9847 461.364738 74482.7473 -0.016946223 78322.5435 391.612718 175.866989
865 74613.2659 463.25772 74465.9273 -0.180386641 78110.8105 390.554052 202.532062
866 73978.3374 465.432305 74065.8723 -0.621031367 77843.361 389.216805 231.583456
867 73174.8888 467.913238 14848.5424 0 77514.4613 387.572307 263.982186
868 72633.0465 470.720513 73428.0948 -1.23012553 77120.9025 385.604513 296.242624
869 72817.485 473.809884 38697.7452 0 76670.9243 383.354622 320.401571
870 73941.908 477.044643 73009.4741 0.427741395 76190.2108 380.951054 326.977936
871 75814.1922 480.216838 74260.8379 1.47342194 75720.5366 378.602683 309.362265
872 77849.0844 483.085449 76958.3761 1.89218108 75310.1149 376.550574 267.725482
873 79267.2396 485.460008 79253.4275 1.50733233 74998.4695 374.992348 210.585861
874 79403.7356 487.268098 80171.4398 0.434140513 74801.576 374.00788 152.973615
875 77867.6504 488.601041 79170.9085 -1.09128596 74702.3107 373.511553 112.957752
876 75142.9433 489.682472 12452.5052 0 74653.7818 373.268909 102.237161
877 71934.7683 490.83135 75180.7445 -3.4157137 74594.0878 372.970439 124.122759
878 69176.1358 492.327233 43365.6443 0 74464.9929 372.324965 171.638158
879 67650.9485 494.343669 69180.0044 -1.8078713 74230.1795 371.150898 229.841216
880 67730.8216 496.905775 30376.4679 0 73886.2323 369.431162 280.771998
881 69265.0207 499.850677 67875.7408 0.978406496 73462.9395 367.314698 309.18683
882 71674.3279 502.916523 70110.3698 2.09866798 73013.3592 365.066796 307.059441
883 74300.7758 505.799006 73420.6079 2.54559638 72598.8844 362.994422 274.081443
884 76245.491 508.244551 76332.7189 2.08019402 72271.8155 361.359078 219.65338
885 77359.7262 510.097867 77692.9254 1.45460177 72064.2835 360.321417 154.544684
886 77788.918 511.296605 78088.468 0.961882015 71988.7854 359.943927 87.6193867
887 77956.9208 511.840325 77947.2789 0.878525753 72044.8671 360.224335 22.9649541
888 78313.1321 511.743767 77956.2481 1.24028819 72228.7259 361.143629 -40.1577848
889 79169.4275 511.527942 78666.0612 1.76697213 72435.5497 362.177748 0
890 80475.1162 511.508311 80075.4432 2.15916169 72602.2157 363.011078 0
891 81884.5856 511.486135 81760.3272 2.27591293 72768.8817 363.844408 0
892 82753.7178 511.466019 83274.156 1.74742077 72935.5477 364.677738 0
893 82842.8778 511.452454 83616.0966 0.96552482 73102.2137 365.511068 0
894 82152.6634 511.446786 82941.0071 0.168044791 73268.8797 366.344398 0
895 81016.133 511.447487 81483.1443 -0.308160518 73435.5457 367.177728 0
896 79955.0808 511.449028 18363.8868 0 73602.2117 368.011058 0
897 79448.778 511.450839 79809.243 -0.362302794 73768.8777 368.844388 0
898 79724.381 511.452651 47467.1321 0 73935.5437 369.677718 0
899 80741.2206 511.446016 79411.9503 1.32697948 74102.2097 370.511048 0
900 107616.182 511.301798 81448.7837 27.5165733 74268.8757 371.344378 0
901 122619.567 511.082945 133888.198 16.2540082 74435.5417 372.177708 0
902 150656.151 510.854067 137415.743 29.5216651 74602.2077 373.011038 0
903 192424.054 510.488684 178453.355 43.5548321 74768.8737 373.844368 0
904 246195.534 509.991076 233894.298 55.9668611 74935.5397 374.677698 0
905 308116.086 509.388464 299693.054 64.5555322 75102.2057 375.511028 0
906 373124.52 508.725565 369870.696 68.024211 75268.8717 376.344358 0
907 436183.665 508.053763 438117.797 66.3362064 75435.5377 377.177688 0
908 493437.601 507.418844 499379.877 60.6475118 75602.2037 378.011018 0
909 545497.146 506.838355 550950.105 55.4503636 75768.8697 378.844348 0
910 586995.555 506.337139 597869.737 44.7929174 75935.5357 379.677678 0
911 622761.189 505.918849 628886.606 38.8649125 76102.2017 380.511008 0
912 655319.055 505.547087 658885.963 35.4876257 76268.8677 381.344338 0
913 687054.839 505.196923 688192.969 34.5451632 76435.5337 382.177668 0
914 719551.025 504.847956 719060.508 35.2482202 76602.1997 383.010998 0
915 753358.471 504.488924 752282.798 36.5581371 76768.8657 383.844328 0
916 788191.351 504.118051 787387.737 37.6165143 76935.5317 384.677658 0
917 825365.151 503.729882 823252.034 40.0172747 77102.1977 385.510988 0
918 860353.443 503.340357 862765.39 37.8876662 77268.8637 386.344318 0
919 895069.654 502.962846 895635.389 37.6145055 77435.5297 387.177648 0
920 929828.656 502.58642 930078.24 37.670704 77602.1957 388.010978 0
921 965125.097 502.206891 964884.723 38.2351077 77768.8617 388.844308 0
922 1001263.52 501.820104 1000722.29 39.1223998 77935.5277 389.677638 0
923 1038102.57 501.425089 1037711.92 39.8805758 78102.1937 390.510968 0
924 1075030.7 501.025566 1075270.22 40.0240004 78268.8597 391.344298 0
925 1113185.05 500.61891 1112313.57 41.3072011 78435.5257 392.177628 0
926 1147674 500.224064 1151702.48 37.6620354 78602.1917 393.010958 0
927 1180240.01 499.857392 1182601.96 35.6723215 78768.8577 393.844288 0
928 1210883.04 499.510613 1213231.53 33.6833869 78935.5237 394.677618 0
929 1239706.92 499.183243 1241945.93 31.7907985 79102.1897 395.510948 0
930 1266341.58 498.876696 1268940.7 29.5185025 79268.8557 396.344278 0
931 1289362.85 498.600167 1293380.4 25.7873005 79435.5217 397.177608 0
932 1305958.08 498.375439 1312792.37 19.1583695 79602.1877 398.010938 0
933 1312013.51 498.23833 1322974.39 8.26345672 79768.8537 398.844268 0
934 1301937.72 498.239273 1318505.27 -8.45206382 79935.5197 399.677598 0
935 1271872.37 498.281533 1185297.75 0 80102.1857 400.510928 0
936 1219690.9 498.546615 1272063.04 -53.0165146 80268.8517 401.344258 0
937 1144893.47 498.811698 1248553.59 0 80435.5177 402.177588 0
938 1050031 498.811698 1195805.06 0 80602.1837 403.010918 0
939 941528.287 498.811698 1142442.88 0 80768.8497 403.844248 0
940 826750.84 498.811698 1069057.63 0 80935.5157 404.677578 0
941 713246.74 498.811698 982161.96 0 81102.1817 405.510908 0
942 601795.704 498.811698 886581.286 0 81268.8477 406.344238 0
943 508495.239 498.811698 785820.519 0 81435.5137 407.177568 0
944 428787.888 498.811698 687494.797 0 81602.1797 408.010898 0
945 362139.619 498.811698 595246.119 0 81768.8457 408.844228 0
946 306694.632 498.811698 511353.424 0 81935.5117 409.677558 0
947 260213.732 498.811698 436746.072 0 82102.1777 410.510888 0
948 220835.725 498.811698 371319.205 0 82268.8437 411.344218 0
949 187456.054 498.811698 314394.696 0 82435.5097 412.177548 0
950 158297.238 498.811698 265155.231 0 82602.1757 413.010878 0
951 136414.814 498.811698 222470.098 0 82768.8417 413.844208 0
952 119994.364 498.811698 186574.977 0 82935.5077 414.677538 0
953 108507.828 498.811698 157036.396 0 83102.1737 415.510868 0
954 100957.053 498.811698 133390.009 0 83268.8397 416.344198 0
955 96062.6933 498.811698 114997.237 0 83435.5057 417.177528 0
956 92592.0773 498.811698 101010.351 0 83602.1717 418.010858 0
957 89666.569 498.811698 90455.9801 0 83768.8377 418.844188 0
958 86764.5316 498.811698 82391.6728 0 83935.5037 419.677518 0
959 84279.5017 498.823302 86596.544 -2.32080691 84102.1697 420.510848 0
960 82350.6431 498.834906 60217.6048 0 84268.8357 421.344178 0
961 81229.9192 499.001428 82178.2624 -0.977578266 84403.1748 422.015874 32.3268978
962 80909.9205 499.502709 51098.6138 0 84470.5623 422.352812 66.951562
963 81065.5881 500.327966 80795.3656 0.133851441 84472.0431 422.360215 98.2336942
964 81222.1258 501.445637 80861.3772 0.30789622 84414.733 422.073665 125.742377
965 80988.1924 502.838267 81065.4544 -0.00128482439 84302.5664 421.512832 153.090243
966 80192.8483 504.530698 23041.3846 0 84130.7476 420.653738 185.394508
967 79222.1611 506.582224 80331.7899 -1.43238817 83888.5407 419.442703 223.478406
968 78543.2132 509.023143 45558.3147 0 83568.4554 417.842277 263.272922
969 78659.2305 511.82104 78675.974 -0.449904506 83175.9919 415.879959 295.856564
970 79802.6514 514.855897 36893.3985 0 82736.1364 413.680682 310.664921
971 81764.0239 517.903837 79989.3922 1.29028135 82291.924 411.45962 300.213475
972 83912.4146 520.710896 82885.2319 1.85740191 81894.0306 409.470153 264.345921
973 85409.1502 523.075194 85340.0495 1.53018528 81584.4493 407.922247 211.90135
974 85539.1654 524.91871 86351.3424 0.406829651 81380.4752 406.902376 158.738812
975 83881.5146 526.336613 85287.9589 -1.23534933 81264.3891 406.321946 124.013254
976 80955.8275 527.563175 18046.7597 0 81186.9781 405.93489 120.063778
977 77518.8801 528.93333 81028.6697 -3.7119268 81083.3249 405.416625 150.255394
978 74573.1475 530.737818 49382.5863 0 80892.8053 404.464027 206.930193
979 72961.8646 533.151961 74634.0468 -2.00539481 80578.6481 402.89324 273.893062
980 73085.4762 536.190087 36119.109 0 80139.6943 400.698471 331.726746
981 74781.952 539.663584 73304.0269 0.993807443 79610.6671 398.053335 363.966446
982 77426.447 543.277358 75719.8725 2.17857469 79051.4059 395.257029 361.960757
983 80307.5959 546.690148 79326.3929 2.64853359 78530.6867 392.653433 325.424454
984 82451.9773 549.616346 82507.3353 2.14274005 78107.3218 390.536609 264.606368
985 83695.9189 551.877726 84015.302 1.46893994 77818.1003 389.090501 191.281212
986 84194.257 553.398079 84479.8441 0.941155519 77678.2855 388.391428 115.199531
987 84404.0181 554.169914 84360.0472 0.857330539 77688.7861 388.44393 40.9658865
988 84810.9065 554.204022 84397.1514 1.25593082 77846.5172 389.232586 -32.0309819
989 85747.2432 554.028394 85181.5899 1.83862379 78045.2142 390.226071 0
990 87161.5267 554.00784 86720.4865 2.27222281 78211.8802 391.059401 0
991 88688.2106 553.984486 88554.4748 2.39849359 78378.5462 391.892731 0
992 89629.6651 553.963365 90194.2399 1.82586374 78545.2122 392.726061 0
993 89726.3416 553.949341 90564.6607 0.978816538 78711.8782 393.559391 0
994 88978.8844 553.943872 89833.4939 0.114982495 78878.5442 394.392721 0
995 87748.0237 553.945301 88254.5313 -0.400811914 79045.2102 395.226051 0
996 86598.8577 553.947305 25080.3859 0 79211.8762 396.059381 0
997 86050.4948 553.949336 86454.6739 -0.40603319 79378.5422 396.892711 0
998 86349.0094 553.951366 54257.0879 0 79545.2082 397.726041 0
999 87450.3628 553.944309 86036.7679 1.41137273 79711.8742 398.559371 0
1000 116558.563 553.788485 88241.0486 29.7534228 79878.5402 399.392701 0
